Long,Lat,Observer,GeneralCondition,Species,OtherSpecies,TreeHeight,LengthCWD,CrownDensity,DeadBranches,EpicormicGrowth,EpicormicPostFire,NoHollows,LeafDiscolouration,AvgPsyllidTree,AvgPsyllidRegen,PresenceTreeShrubs,PresenceReproduction,Comments,PlotID,TreeID,GlobalID,NoMistletoe,DeadTrees,CreationDate,Creator,EditDate,Editor,DateCreated,TreeDriplineDiagram,TreeHeight_m,TreeReproduction,Planted,Tenure,Crown_Density,username,TreeDBH1,TreeDBH2,TreeDBH3,TreeDBH4,TreeDBH5,TreeDBH6,TreeDBH7,TreeDBH8,TreeDBH9,TreeDBH10,TreeDBH11,TreeDBH12,TreeDBH13,TreeDBH14,TreeDBH15,TreeDBH16,TreeDBH17,TreeDBH18,TreeDBH19,TreeDBH20,LeafDiscolour_YellowGrey,CreationDate_1,Creator_1,EditDate_1,Editor_1,LeafDam_Other
149.18735690820034,-35.1788749428712,Emily Sutcliffe,Very Good,Eucalyptus macrorhyncha, ,,0,4,3,4,,0,No,0,1,36,Yes, ,16107,,{2C4EC8C9-E1A3-4BD4-953E-C6A69A7C13F1},0,0,,,,,2021-05-17 03:58:19,,0.0,Yes,No,Nature Reserve,4,,31.0,11.0,25.0,34.0,9.0,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.14645354833021,-35.179183337378056,Emily Sutcliffe,Bad,Eucalyptus melliodora, ,,0,2,2,3,,0,No,1,0,24,Yes, 40% leaves brown/yellow discoloration. 10% leaves eaten around edges.,16163,,{C727EC2B-A48D-4D9E-B3E5-EC423CB26EBC},0,0,,,,,2021-05-16 23:19:30.000001,,0.0,No,No,Nature Reserve,2,,11.0,14.5,6.5,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.16358352325838,-35.1738390388406,Emily Sutcliffe,Very Good,Eucalyptus mannifera, ,,0,5,5,5,,0,No,0,0,15,Yes, ,16691,,{E7A42F1B-0EAC-405A-ACB4-5BC37FD07823},0,0,,,,,2021-05-17 01:15:59,,0.0,Yes,No,Nature Reserve,5,,33.0,,,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.15332587602018,-35.172895026912656,Emily Sutcliffe,Good,Eucalyptus melliodora, ,,0,5,2,4,,0,No,1,,22,Yes, ,16763,,{46025F97-821C-42ED-BD4D-CE31D0CC3E51},0,0,,,,,2021-05-07 02:00:00,,0.0,Yes,No,Nature Reserve,5,,26.0,,,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.16428773161172,-35.17265450251551,Emily Sutcliffe,Very Bad,Eucalyptus blakelyi, ,,2,1,1,4,,0,No,3,,29,Yes, Massive dead tree trunk fallen right next to the tree. Old epicormic growth is dead.,16766,,{70125F77-80D8-4156-A3C3-2433C9159EE0},0,0,,,,,2021-05-17 01:26:35,,0.0,No,No,Nature Reserve,1,,11.0,,,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.153729140417,-35.171950291761014,Emily Sutcliffe,Good,Eucalyptus melliodora, ,,0,5,4,4,,0,No,99,1,24,Yes, Leaves are not a healthy colour but unsure if it’s due to psyllids. ,16879,,{6D64F129-8B57-4797-BF06-3DE766E4B859},0,0,,,,,2021-05-07 02:00:00,,0.0,Yes,No,Nature Reserve,5,,35.5,,,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.15373943955788,-35.17150837321575,Emily Sutcliffe,Moderate,Eucalyptus rossii, ,,0,4,2,5,,0,No,99,99,11,Yes, Many of the leaves are discoloured but not red. Sorrounded by dead/dying eucs and Acacia dealbata. ,16937,,{34D4A71C-674F-4FF4-8F1B-BCEB10600E96},0,0,,,,,2021-05-07 02:00:00,,0.0,Yes,No,Nature Reserve,4,,33.0,55.0,,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.185434598158,-35.17064294253625,Emily Sutcliffe,Bad,Eucalyptus polyanthemos, ,,0,1,2,5,,0,No,0,0,12,Yes, ,16996,,{6F01657F-DEFA-40ED-8062-E4B405D35A8D},0,0,,,,,2021-05-17 02:00:00,,0.0,Yes,No,Nature Reserve,1,,46.0,19.0,,,,,,,,,,,,,,,,,,,No,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-06-21 00:52:45,emily.sutcliffe_ACTGOV,None
149.18693446290933,-35.17007496275481,Emily Sutcliffe,Very Good,Eucalyptus melliodora, ,,0,4,3,5,,0,No,0,0,24,Yes, ,17081,,{297487A1-5961-4466-BA31-E05524DB5754},0,0,,,,,2021-05-17 02:50:05,,0.0,No,No,Nature Reserve,4,,19.5,17.0,,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.16494249222413,-35.1704341218661,Emily Sutcliffe,Moderate,Eucalyptus melliodora, ,,0,5,2,4,,0,No,4,,9,Yes, ,17084,,{7A4F11F1-0453-4CD6-AB14-E203AE3D9017},0,0,,,,,2021-05-17 01:05:22.000001,,0.0,No,No,Nature Reserve,5,,38.5,,,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.153230010847,-35.170093058476674,Emily Sutcliffe,Good,Eucalyptus blakelyi, ,,0,5,2,3,,0,No,1,1,6,Yes,15% leaves discoloured/greyish,17188,,{11E64F1B-EA70-4E05-A8A6-DB4865F3B573},0,0,,,,,2021-05-07 02:00:00,,0.0,Yes,No,Nature Reserve,5,,35.0,36.0,,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.17788284248016,-35.16947184033787,Emily Sutcliffe,Very Bad,Eucalyptus blakelyi, ,,0,1,1,2,,0,Yes,4,3,42,Yes," Could be a different tree. There are many trees of similar size, including several dead trees.",17219,,{48DD25E5-40FE-453D-B37A-E5F8AA06CF48},0,0,,,,,2021-05-07 02:00:00,,0.0,No,No,Nature Reserve,1,,11.0,,,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.15270901958144,-35.1699039925238,Emily Sutcliffe,Good,Eucalyptus blakelyi, ,,0,5,2,3,,0,No,0,0,3,Yes, Leaves are a healthy colour but chewed around perimeter.,17222,,{E09A7907-22EB-4E8C-87AA-7AFB9C472597},0,0,,,,,2021-05-07 02:00:00,,0.0,Yes,No,Nature Reserve,5,,48.0,38.0,23.5,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.1760478750438,-35.16941468200449,Emily Sutcliffe,Good,Eucalyptus melliodora, ,,2,4,3,4,,0,No,1,,5,Yes, ,17239,,{29DEF4C8-94E2-4456-980F-10FA0E6B5639},0,0,,,,,2021-05-07 02:00:00,,0.0,No,No,Nature Reserve,4,,60.0,41.5,28.0,29.0,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.18291144805212,-35.16907477776934,Emily Sutcliffe,Very Bad,Eucalyptus melliodora, ,,0,3,1,4,,0,No,1,,25,Yes, Might not be the same tree as last time. Different dbh. Good leaf health.,17286,,{D3D7CF59-0F79-410F-A970-1B7F952F834C},0,0,,,,,2021-05-07 02:00:00,,0.0,No,No,Nature Reserve,3,,23.0,,,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.1824063264962,-35.16866017960081,Emily Sutcliffe,Very Bad,Eucalyptus blakelyi, ,,,2,2,3,,0,Yes,4,,5,Yes, 2 main trunks which had split into many branches just below dbh. ,17391,,{11F0A0EE-BDE7-457C-B76F-1671A129A2B9},0,0,,,,,2021-05-07 02:00:00,,0.0,No,No,Nature Reserve,2,,21.0,7.5,5.0,7.0,6.5,10.0,6.5,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.16497725209638,-35.168846859373566,Emily Sutcliffe,Very Good,Eucalyptus rossii, ,,1,3,4,5,,0,No,0,,16,Yes,"One trunk is completely dead, dead tree score six. Used alive trunk for scores.",17417,,{024C47E7-5392-4221-B929-BF1626FE6149},0,0,,,,,2021-05-17 00:48:00,,0.0,No,No,Nature Reserve,3,,46.5,30.5,,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.15746876916043,-35.16888171268984,Emily Sutcliffe,Very Good,Eucalyptus mannifera, ,,0,5,4,5,,0,No,0,1,23,Yes, ,17429,,{79CFF135-E6D3-47C5-B8A5-B99732C031B4},0,0,,,,,2021-05-17 02:00:00,,0.0,Yes,No,Nature Reserve,5,,46.0,,,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.1555422182138,-35.16868163403325,Emily Sutcliffe,Moderate,Eucalyptus melliodora, ,,0,3,2,4,,0,No,0,0,26,Yes, ,17478,,{5113E5AE-9DEB-4ED2-8C73-327FC1B788C7},0,0,,,,,2021-05-16 23:52:25,,0.0,Yes,No,Nature Reserve,3,,61.5,,,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.1587369440909,-35.1682641183806,Emily Sutcliffe,Moderate,Eucalyptus melliodora, ,,0,2,2,3,,0,No,0,2,32,Yes, 10% brown/grey discoloration.,17537,,{617A117D-B11B-4E58-9BCB-0285913ED743},0,0,,,,,2021-05-17 00:28:52,,0.0,No,No,Nature Reserve,2,,29.0,19.5,,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.17229688813958,-35.16790441203101,Emily Sutcliffe,Moderate,Eucalyptus blakelyi, ,,0,3,2,5,,0,Yes,3,3,20,Yes, ,17558,,{0E19BBC9-25A3-466A-8AC0-26E2CFEC9156},0,0,,,,,2021-05-07 02:00:00,,0.0,Yes,No,Nature Reserve,3,,14.0,12.0,11.5,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.15685958344136,-35.16743213269787,Emily Sutcliffe,Good,Eucalyptus blakelyi, ,,0,3,2,4,,0,No,1,1,24,Yes, 10% grey/yellow.,17654,,{93441A4B-EF59-4B06-91C1-8277F7CABC99},0,0,,,,,2021-05-17 00:10:34,,0.0,Yes,No,Nature Reserve,3,,29.0,,,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.18266879982818,-35.16615830105381,Emily Sutcliffe,Very Bad,Eucalyptus blakelyi, ,,0,1,1,5,,0,Yes,99,,3,No, Almost dead or dead. Remaining leaves are brown.,17745,,{2185D9B8-AC8F-4053-B032-7B5AABE0985A},0,7,,,,,2021-05-07 02:00:00,,0.0,No,No,Nature Reserve,1,,43.5,17.5,,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.17026599944597,-35.16460528023925,Emily Sutcliffe,Moderate,Eucalyptus rubida, ,,0,3,2,5,,0,No,0,1,34,Yes, ,17908,,{057E693B-EBFF-4B96-A908-17AE0A9B2373},0,0,,,,,2021-05-07 02:00:00,,0.0,Yes,No,Nature Reserve,3,,9.5,11.0,49.5,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.16025467953673,-35.16421635144309,Emily Sutcliffe,Bad,Eucalyptus blakelyi, ,,0,4,3,4,,0,Yes,3,1,9,Yes, Many dead acacias and dying eucs close by,17960,,{DC8739D1-8261-4502-B2BF-893078B72B51},0,0,,,,,2021-05-07 02:00:00,,0.0,No,No,Nature Reserve,4,,43.0,35.5,21.0,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.16468984135307,-35.16380359216279,Emily Sutcliffe,Good,Eucalyptus blakelyi, ,,0,2,2,4,,0,No,2,,13,Yes, Many smaller dead trees around.,17991,,{1A687458-2FF5-46FD-A0E4-EC74A296AD22},0,0,,,,,2021-05-07 02:00:00,,0.0,Yes,No,Nature Reserve,2,,27.5,20.5,6.5,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.15311964990352,-35.160079316888876,Emily Sutcliffe,Very Bad,Eucalyptus melliodora, ,,0,1,1,5,,0,No,99,3,39,Yes,"Tree is all but dead, although there are shoots of a Eucalyptus (bridgesiana?) coming from the base. Might not be the original tree but it is the only mallee form tree around. No epic or mic growth.",18161,,{C335708F-D744-4725-9FA7-53BBE2CDBD58},0,7,,,,,2021-05-07 02:00:00,,0.0,No,No,Nature Reserve,1,,11.0,11.5,12.5,9.5,8.0,10.5,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.15979700451416,-35.15230664516155,Emily Sutcliffe,Bad,Eucalyptus blakelyi, ,,0,3,4,4,,0,Yes,4,,7,Yes, Leaves are very damaged but no obvious lerps.,18254,,{DC57FE9E-0560-4328-B6C8-CBD1E64ECAD3},0,0,,,,,2021-05-07 02:00:00,,0.0,No,No,Nature Reserve,3,,15.0,17.0,20.5,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.15594600953628,-35.15029278519289,Emily Sutcliffe,Bad,Eucalyptus blakelyi, ,,0,1,2,3,,0,Yes,99,0,65,Yes, 1st dbh should be 11.5.  Most leaves are damaged in some way.,18299,,{6F11F200-FF9A-452E-BEB0-E30C016BB622},0,0,,,,,2021-05-07 02:00:00,,0.0,Yes,No,Nature Reserve,1,,12.0,15.5,,,,,,,,,,,,,,,,,,,,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-20 10:50:29,jennifer.smits_ACTGOV,
149.17122762398964,-35.20199117555961,Emily Sutcliffe,Bad,Eucalyptus blakelyi, ,,0,2,2,2,,0,No,1,99,4,Yes, ,,,{E8DD436A-E989-48A3-AF36-D975DA209915},0,0,,,,,2021-05-21 02:28:51,,0.0,Yes,No,Nature Reserve,2,,29.0,31.0,,,,,,,,,,,,,,,,,,,No,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-24 01:22:56,emily.sutcliffe_ACTGOV,
149.16879523009666,-35.19477774148945,Emily Sutcliffe,Very Good,Eucalyptus blakelyi, ,,6,5,1,1,,0,No,0,0,1,No,very healthy regrowth. Large dead branches retained above.,,,{F055D1A1-7E57-412C-8ED0-66E5644B8DF0},0,0,,,,,2021-05-21 01:52:44,,0.0,Yes,No,Nature Reserve,5,,94.0,,,,,,,,,,,,,,,,,,,,No,2021-05-20 10:50:29,jennifer.smits_ACTGOV,2021-05-24 01:23:06,emily.sutcliffe_ACTGOV,
